Year,Year Code,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
2019.0,2019.0,New York,36.0,"Aortic aneurysm of unspecified site, ruptured",I71.8,51.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,20.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Aneurysm of unspecified site,I72.9,27.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Peripheral vascular disease, unspecified",I73.9,431.0,19453561.0,2.2
2019.0,2019.0,New York,36.0,Embolism and thrombosis of unspecified artery,I74.9,14.0,19453561.0,
2019.0,2019.0,New York,36.0,"Arteritis, unspecified",I77.6,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other specified disorders of arteries and arterioles,I77.8,10.0,19453561.0,
2019.0,2019.0,New York,36.0,"Disorder of arteries and arterioles, unspecified",I77.9,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,203.0,19453561.0,1.0
2019.0,2019.0,New York,36.0,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,37.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Embolism and thrombosis of unspecified vein,I82.9,14.0,19453561.0,
2019.0,2019.0,New York,36.0,Varicose veins of lower extremities without ulcer or inflammation,I83.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Lymphoedema, not elsewhere classified",I89.0,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Hypotension, unspecified",I95.9,16.0,19453561.0,
2019.0,2019.0,New York,36.0,Other and unspecified disorders of circulatory system,I99,24.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Acute upper respiratory infection, unspecified",J06.9,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Influenza with pneumonia, influenza virus identified",J10.0,78.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Influenza with other respiratory manifestations, influenza virus identified",J10.1,95.0,19453561.0,0.5
2019.0,2019.0,New York,36.0,"Influenza with pneumonia, virus not identified",J11.0,87.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Influenza with other respiratory manifestations, virus not identified",J11.1,67.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Viral pneumonia, unspecified",J12.9,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Pneumonia due to Streptococcus pneumoniae,J13,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Pneumonia due to Klebsiella pneumoniae,J15.0,18.0,19453561.0,
2019.0,2019.0,New York,36.0,Pneumonia due to Pseudomonas,J15.1,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Pneumonia due to staphylococcus,J15.2,62.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Pneumonia due to other streptococci,J15.4,23.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Bacterial pneumonia, unspecified",J15.9,513.0,19453561.0,2.6
2019.0,2019.0,New York,36.0,"Bronchopneumonia, unspecified",J18.0,77.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Lobar pneumonia, unspecified",J18.1,441.0,19453561.0,2.3
2019.0,2019.0,New York,36.0,"Pneumonia, unspecified",J18.9,2699.0,19453561.0,13.9
2019.0,2019.0,New York,36.0,"Bronchitis, not specified as acute or chronic",J40,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Unspecified chronic bronchitis,J42,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Centrilobular emphysema,J43.2,10.0,19453561.0,
2019.0,2019.0,New York,36.0,"Emphysema, unspecified",J43.9,370.0,19453561.0,1.9
2019.0,2019.0,New York,36.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,1064.0,19453561.0,5.5
2019.0,2019.0,New York,36.0,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,349.0,19453561.0,1.8
2019.0,2019.0,New York,36.0,Other specified chronic obstructive pulmonary disease,J44.8,59.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Chronic obstructive pulmonary disease, unspecified",J44.9,4897.0,19453561.0,25.2
2019.0,2019.0,New York,36.0,Predominantly allergic asthma,J45.0,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Asthma, unspecified",J45.9,262.0,19453561.0,1.3
2019.0,2019.0,New York,36.0,Status asthmaticus,J46,14.0,19453561.0,
2019.0,2019.0,New York,36.0,Bronchiectasis,J47,58.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Pneumoconiosis due to asbestos and other mineral fibres,J61,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Hypersensitivity pneumonitis due to unspecified organic dust,J67.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Pneumonitis due to food and vomit,J69.0,604.0,19453561.0,3.1
2019.0,2019.0,New York,36.0,Adult respiratory distress syndrome,J80,83.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Pulmonary oedema,J81,36.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Other interstitial pulmonary diseases with fibrosis,J84.1,676.0,19453561.0,3.5
2019.0,2019.0,New York,36.0,"Interstitial pulmonary disease, unspecified",J84.9,375.0,19453561.0,1.9
2019.0,2019.0,New York,36.0,Pyothorax without fistula,J86.9,34.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Pleural effusion, not elsewhere classified",J90,139.0,19453561.0,0.7
2019.0,2019.0,New York,36.0,"Pneumothorax, unspecified",J93.9,15.0,19453561.0,
2019.0,2019.0,New York,36.0,Acute respiratory failure,J96.0,256.0,19453561.0,1.3
2019.0,2019.0,New York,36.0,Chronic respiratory failure,J96.1,202.0,19453561.0,1.0
2019.0,2019.0,New York,36.0,"Respiratory failure, unspecified",J96.9,414.0,19453561.0,2.1
2019.0,2019.0,New York,36.0,Pulmonary collapse,J98.1,18.0,19453561.0,
2019.0,2019.0,New York,36.0,Other disorders of lung,J98.4,175.0,19453561.0,0.9
2019.0,2019.0,New York,36.0,"Diseases of mediastinum, not elsewhere classified",J98.5,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Other specified respiratory disorders,J98.8,27.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Respiratory disorder, unspecified",J98.9,24.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Gastro-oesophageal reflux disease without oesophagitis,K21.9,21.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Achalasia of cardia,K22.0,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Oesophageal obstruction,K22.2,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other specified diseases of oesophagus,K22.8,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,40.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Gastric ulcer, chronic or unspecified with perforation",K25.5,32.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,44.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,51.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,36.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",K27.5,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation",K27.9,17.0,19453561.0,
2019.0,2019.0,New York,36.0,Adult hypertrophic pyloric stenosis,K31.1,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Other specified diseases of stomach and duodenum,K31.8,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Disease of stomach and duodenum, unspecified",K31.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Acute appendicitis, other and unspecified",K35.8,17.0,19453561.0,
2019.0,2019.0,New York,36.0,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",K40.3,19.0,19453561.0,
2019.0,2019.0,New York,36.0,"Ventral hernia with obstruction, without gangrene",K43.0,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Diaphragmatic hernia without obstruction or gangrene,K44.9,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,24.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Unspecified abdominal hernia without obstruction or gangrene,K46.9,19.0,19453561.0,
2019.0,2019.0,New York,36.0,"Crohn disease, unspecified",K50.9,42.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Ulcerative colitis, unspecified",K51.9,21.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Noninfective gastroenteritis and colitis, unspecified",K52.9,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Acute vascular disorders of intestine,K55.0,85.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Chronic vascular disorders of intestine,K55.1,21.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Vascular disorder of intestine, unspecified",K55.9,383.0,19453561.0,2.0
2019.0,2019.0,New York,36.0,Volvulus,K56.2,48.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Intestinal adhesions [bands] with obstruction,K56.5,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Other and unspecified intestinal obstruction,K56.6,270.0,19453561.0,1.4
2019.0,2019.0,New York,36.0,"Ileus, unspecified",K56.7,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Diverticular disease of large intestine with perforation and abscess,K57.2,17.0,19453561.0,
2019.0,2019.0,New York,36.0,Diverticular disease of large intestine without perforation or abscess,K57.3,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,82.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,77.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Constipation,K59.0,18.0,19453561.0,
2019.0,2019.0,New York,36.0,"Disease of anus and rectum, unspecified",K62.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Perforation of intestine (nontraumatic),K63.1,173.0,19453561.0,0.9
2019.0,2019.0,New York,36.0,Fistula of intestine,K63.2,13.0,19453561.0,
2019.0,2019.0,New York,36.0,Other specified diseases of intestine,K63.8,15.0,19453561.0,
2019.0,2019.0,New York,36.0,"Disease of intestine, unspecified",K63.9,20.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Acute peritonitis,K65.0,44.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Peritonitis, unspecified",K65.9,24.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Haemoperitoneum,K66.1,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Other specified disorders of peritoneum,K66.8,15.0,19453561.0,
2019.0,2019.0,New York,36.0,Alcoholic fatty liver,K70.0,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Alcoholic hepatitis,K70.1,41.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Alcoholic cirrhosis of liver,K70.3,708.0,19453561.0,3.6
2019.0,2019.0,New York,36.0,Alcoholic hepatic failure,K70.4,48.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Alcoholic liver disease, unspecified",K70.9,61.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Acute and subacute hepatic failure,K72.0,37.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Hepatic failure, unspecified",K72.9,171.0,19453561.0,0.9
2019.0,2019.0,New York,36.0,Primary biliary cirrhosis,K74.3,21.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other and unspecified cirrhosis of liver,K74.6,758.0,19453561.0,3.9
2019.0,2019.0,New York,36.0,Abscess of liver,K75.0,16.0,19453561.0,
2019.0,2019.0,New York,36.0,Autoimmune hepatitis,K75.4,21.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Inflammatory liver disease, unspecified",K75.9,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Fatty (change of) liver, not elsewhere classified",K76.0,149.0,19453561.0,0.8
2019.0,2019.0,New York,36.0,Hepatorenal syndrome,K76.7,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Other specified diseases of liver,K76.8,10.0,19453561.0,
2019.0,2019.0,New York,36.0,"Liver disease, unspecified",K76.9,151.0,19453561.0,0.8
2019.0,2019.0,New York,36.0,Calculus of gallbladder with other cholecystitis,K80.1,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Calculus of gallbladder without cholecystitis,K80.2,27.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Calculus of bile duct without cholangitis or cholecystitis,K80.5,16.0,19453561.0,
2019.0,2019.0,New York,36.0,Acute cholecystitis,K81.0,78.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Cholecystitis, unspecified",K81.9,83.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,Cholangitis,K83.0,100.0,19453561.0,0.5
2019.0,2019.0,New York,36.0,Obstruction of bile duct,K83.1,19.0,19453561.0,
2019.0,2019.0,New York,36.0,Alcohol-induced acute pancreatitis,K85.2,16.0,19453561.0,
2019.0,2019.0,New York,36.0,"Acute pancreatitis, unspecified",K85.9,114.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,Other chronic pancreatitis,K86.1,14.0,19453561.0,
2019.0,2019.0,New York,36.0,"Disease of pancreas, unspecified",K86.9,38.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Blind loop syndrome, not elsewhere classified",K90.2,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Haematemesis,K92.0,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Gastrointestinal haemorrhage, unspecified",K92.2,584.0,19453561.0,3.0
2019.0,2019.0,New York,36.0,Cellulitis of other parts of limb,L03.1,53.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Cellulitis, unspecified",L03.9,37.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,39.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Decubitus ulcer and pressure area, unspecified",L89.9,84.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Ulcer of lower limb, not elsewhere classified",L97,15.0,19453561.0,
2019.0,2019.0,New York,36.0,"Chronic ulcer of skin, not elsewhere classified",L98.4,38.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Pyogenic arthritis, unspecified",M00.9,29.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Rheumatoid arthritis, unspecified",M06.9,79.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Arthrosis, unspecified",M19.9,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Systemic lupus erythematosus with organ or system involvement,M32.1,59.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Other forms of systemic sclerosis,M34.8,43.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Systemic sclerosis, unspecified",M34.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Systemic involvement of connective tissue, unspecified",M35.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Scoliosis, unspecified",M41.9,17.0,19453561.0,
2019.0,2019.0,New York,36.0,Osteomyelitis of vertebra,M46.2,30.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Discitis, unspecified",M46.4,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Spinal stenosis,M48.0,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Myositis, unspecified",M60.9,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Ischaemic infarction of muscle,M62.2,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Other specified disorders of muscle,M62.8,36.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Necrotizing fasciitis,M72.6,39.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Unspecified osteoporosis with pathological fracture,M80.9,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Other chronic osteomyelitis,M86.6,17.0,19453561.0,
2019.0,2019.0,New York,36.0,"Osteomyelitis, unspecified",M86.9,170.0,19453561.0,0.9
2019.0,2019.0,New York,36.0,"Acute nephritic syndrome, unspecified",N00.9,24.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Acute tubulo-interstitial nephritis,N10,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,50.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Other and unspecified hydronephrosis,N13.3,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Obstructive and reflux uropathy, unspecified",N13.9,28.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Acute renal failure with tubular necrosis,N17.0,16.0,19453561.0,
2019.0,2019.0,New York,36.0,"Acute renal failure, unspecified",N17.9,366.0,19453561.0,1.9
2019.0,2019.0,New York,36.0,"Chronic kidney disease, stage 3",N18.3,19.0,19453561.0,
2019.0,2019.0,New York,36.0,"Chronic kidney disease, stage 4",N18.4,36.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,"Chronic kidney disease, stage 5",N18.5,1267.0,19453561.0,6.5
2019.0,2019.0,New York,36.0,"Chronic renal failure, unspecified",N18.9,552.0,19453561.0,2.8
2019.0,2019.0,New York,36.0,Unspecified renal failure,N19,257.0,19453561.0,1.3
2019.0,2019.0,New York,36.0,Calculus of kidney,N20.0,43.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Other specified disorders of kidney and ureter,N28.8,84.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Disorder of kidney and ureter, unspecified",N28.9,55.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Acute cystitis,N30.0,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Cystitis, unspecified",N30.9,16.0,19453561.0,
2019.0,2019.0,New York,36.0,"Neuromuscular dysfunction of bladder, unspecified",N31.9,10.0,19453561.0,
2019.0,2019.0,New York,36.0,"Bladder disorder, unspecified",N32.9,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Urinary tract infection, site not specified",N39.0,683.0,19453561.0,3.5
2019.0,2019.0,New York,36.0,Hyperplasia of prostate,N40,56.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,Inflammatory disorders of other specified male genital organs,N49.8,13.0,19453561.0,
2019.0,2019.0,New York,36.0,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,O96.0,15.0,19453561.0,
2019.0,2019.0,New York,36.0,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,O96.1,13.0,19453561.0,
2019.0,2019.0,New York,36.0,"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium",O99.4,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Newborn affected by incompetent cervix,P01.0,16.0,19453561.0,
2019.0,2019.0,New York,36.0,Newborn affected by premature rupture of membranes,P01.1,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Newborn affected by other forms of placental separation and haemorrhage,P02.1,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Extremely low birth weight,P07.0,18.0,19453561.0,
2019.0,2019.0,New York,36.0,Extreme immaturity,P07.2,104.0,19453561.0,0.5
2019.0,2019.0,New York,36.0,Other preterm infants,P07.3,24.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,"Intrauterine hypoxia, unspecified",P20.9,14.0,19453561.0,
2019.0,2019.0,New York,36.0,Respiratory distress syndrome of newborn,P22.0,24.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Neonatal cardiac failure,P29.0,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Neonatal cardiac dysrhythmia,P29.1,52.0,19453561.0,0.3
2019.0,2019.0,New York,36.0,"Bacterial sepsis of newborn, unspecified",P36.9,18.0,19453561.0,
2019.0,2019.0,New York,36.0,Necrotizing enterocolitis of newborn,P77,17.0,19453561.0,
2019.0,2019.0,New York,36.0,Hypoxic ischemic encephalopathy of newborn,P91.6,12.0,19453561.0,
2019.0,2019.0,New York,36.0,Tetralogy of Fallot,Q21.3,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Hypoplastic left heart syndrome,Q23.4,10.0,19453561.0,
2019.0,2019.0,New York,36.0,Malformation of coronary vessels,Q24.5,11.0,19453561.0,
2019.0,2019.0,New York,36.0,"Congenital malformation of heart, unspecified",Q24.9,41.0,19453561.0,0.2
2019.0,2019.0,New York,36.0,Peripheral arteriovenous malformation,Q27.3,20.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Hypoplasia and dysplasia of lung,Q33.6,12.0,19453561.0,
2019.0,2019.0,New York,36.0,"Polycystic kidney, unspecified",Q61.3,26.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Congenital diaphragmatic hernia,Q79.0,14.0,19453561.0,
2019.0,2019.0,New York,36.0,"Congenital malformation, unspecified",Q89.9,12.0,19453561.0,
2019.0,2019.0,New York,36.0,"Down syndrome, unspecified",Q90.9,76.0,19453561.0,0.4
2019.0,2019.0,New York,36.0,"Edwards syndrome, unspecified",Q91.3,18.0,19453561.0,
2019.0,2019.0,New York,36.0,"Patau syndrome, unspecified",Q91.7,10.0,19453561.0,
2019.0,2019.0,New York,36.0,"Bradycardia, unspecified",R00.1,11.0,19453561.0,
2019.0,2019.0,New York,36.0,Dyspnoea,R06.0,22.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Hyperventilation,R06.4,16.0,19453561.0,
2019.0,2019.0,New York,36.0,Other and unspecified abnormalities of breathing,R06.8,20.0,19453561.0,0.1
2019.0,2019.0,New York,36.0,Asphyxia,R09.0,116.0,19453561.0,0.6
2019.0,2019.0,New York,36.0,Respiratory arrest,R09.2,133.0,19453561.0,0.7
